buyer_county,buyer_state,countyfips,count,dosage_unit,state,county,deaths,year,population,type,rate
STEELE,MN,27147,20168,7337990,,,,2014,36472,pills_per_person,201.2
STEPHENS,GA,13257,46674,28246160,Georgia,"Stephens County, GA",26,2014,25741,death_per_100k,101
STEPHENS,GA,13257,46674,28246160,Georgia,"Stephens County, GA",26,2014,25741,pills_per_person,1097.3
STEPHENS,OK,40137,72916,34580630,Oklahoma,"Stephens County, OK",77,2014,44900,death_per_100k,171.5
STEPHENS,OK,40137,72916,34580630,Oklahoma,"Stephens County, OK",77,2014,44900,pills_per_person,770.2
STEPHENS,TX,48429,11814,5021530,,,,2014,9485,death_per_100k,
STEPHENS,TX,48429,11814,5021530,,,,2014,9485,pills_per_person,529.4
STEPHENSON,IL,17177,34096,12257612,Illinois,"Stephenson County, IL",26,2014,47053,death_per_100k,55.3
STEPHENSON,IL,17177,34096,12257612,Illinois,"Stephenson County, IL",26,2014,47053,pills_per_person,260.5
STERLING,TX,48431,3,30,,,,2014,1360,death_per_100k,
STERLING,TX,48431,3,30,,,,2014,1360,pills_per_person,0
STEUBEN,IN,18151,23380,8373765,,,,2014,34190,death_per_100k,
STEUBEN,IN,18151,23380,8373765,,,,2014,34190,pills_per_person,244.9
STEUBEN,NY,36101,86884,28727370,New York,"Steuben County, NY",41,2014,98917,death_per_100k,41.4
STEUBEN,NY,36101,86884,28727370,New York,"Steuben County, NY",41,2014,98917,pills_per_person,290.4
STEVENS,KS,20189,2831,868060,,,,2014,5744,death_per_100k,
STEVENS,KS,20189,2831,868060,,,,2014,5744,pills_per_person,151.1
STEVENS,MN,27149,5306,1144070,,,,2014,9748,death_per_100k,
STEVENS,MN,27149,5306,1144070,,,,2014,9748,pills_per_person,117.4
STEVENS,WA,53065,56279,23565709,Washington,"Stevens County, WA",41,2014,43541,death_per_100k,94.2
STEVENS,WA,53065,56279,23565709,Washington,"Stevens County, WA",41,2014,43541,pills_per_person,541.2
STEWART,GA,13259,3074,1208680,,,,2014,5900,death_per_100k,
STEWART,GA,13259,3074,1208680,,,,2014,5900,pills_per_person,204.9
STEWART,TN,47161,12515,3768880,Tennessee,"Stewart County, TN",13,2014,13311,death_per_100k,97.7
STEWART,TN,47161,12515,3768880,Tennessee,"Stewart County, TN",13,2014,13311,pills_per_person,283.1
STILLWATER,MT,30095,5143,1586770,,,,2014,9214,death_per_100k,
STILLWATER,MT,30095,5143,1586770,,,,2014,9214,pills_per_person,172.2
STODDARD,MO,29207,41687,18133200,Missouri,"Stoddard County, MO",13,2014,29864,death_per_100k,43.5
STODDARD,MO,29207,41687,18133200,Missouri,"Stoddard County, MO",13,2014,29864,pills_per_person,607.2
STOKES,NC,37169,39282,18413270,North Carolina,"Stokes County, NC",57,2014,46858,death_per_100k,121.6
STOKES,NC,37169,39282,18413270,North Carolina,"Stokes County, NC",57,2014,46858,pills_per_person,393
STONE,AR,05137,19289,6349530,,,,2014,12531,death_per_100k,
STONE,AR,05137,19289,6349530,,,,2014,12531,pills_per_person,506.7
STONE,MO,29209,31255,13278740,Missouri,"Stone County, MO",15,2014,31593,death_per_100k,47.5
STONE,MO,29209,31255,13278740,Missouri,"Stone County, MO",15,2014,31593,pills_per_person,420.3
STONE,MS,28131,26696,11601680,,,,2014,17941,death_per_100k,
STONE,MS,28131,26696,11601680,,,,2014,17941,pills_per_person,646.7
STONEWALL,TX,48433,992,365900,,,,2014,1409,death_per_100k,
STONEWALL,TX,48433,992,365900,,,,2014,1409,pills_per_person,259.7
STORY,IA,19169,46618,12939285,Iowa,"Story County, IA",22,2014,91939,death_per_100k,23.9
STORY,IA,19169,46618,12939285,Iowa,"Story County, IA",22,2014,91939,pills_per_person,140.7
STRAFFORD,NH,33017,100039,40634660,New Hampshire,"Strafford County, NH",138,2014,124387,death_per_100k,110.9
STRAFFORD,NH,33017,100039,40634660,New Hampshire,"Strafford County, NH",138,2014,124387,pills_per_person,326.7
STUTSMAN,ND,38093,17353,4028230,,,,2014,21056,death_per_100k,
STUTSMAN,ND,38093,17353,4028230,,,,2014,21056,pills_per_person,191.3
SUBLETTE,WY,56035,5707,1893820,,,,2014,10183,death_per_100k,
SUBLETTE,WY,56035,5707,1893820,,,,2014,10183,pills_per_person,186
SUFFOLK,MA,25025,251889,131366126,Massachusetts,"Suffolk County, MA",829,2014,747928,death_per_100k,110.8
SUFFOLK,MA,25025,251889,131366126,Massachusetts,"Suffolk County, MA",829,2014,747928,pills_per_person,175.6
SUFFOLK,NY,36103,1109947,431567241,New York,"Suffolk County, NY",1569,2014,1500373,death_per_100k,104.6
SUFFOLK,NY,36103,1109947,431567241,New York,"Suffolk County, NY",1569,2014,1500373,pills_per_person,287.6
SUFFOLK CITY,VA,51800,52475,18516850,Virginia,"Suffolk city, VA",34,2014,85477,death_per_100k,39.8
SUFFOLK CITY,VA,51800,52475,18516850,Virginia,"Suffolk city, VA",34,2014,85477,pills_per_person,216.6
SULLIVAN,IN,18153,21866,11666720,,,,2014,21227,death_per_100k,
SULLIVAN,IN,18153,21866,11666720,,,,2014,21227,pills_per_person,549.6
SULLIVAN,MO,29211,6152,2055660,,,,2014,6551,death_per_100k,
SULLIVAN,MO,29211,6152,2055660,,,,2014,6551,pills_per_person,313.8
SULLIVAN,NH,33019,28642,10108880,New Hampshire,"Sullivan County, NH",34,2014,43291,death_per_100k,78.5
SULLIVAN,NH,33019,28642,10108880,New Hampshire,"Sullivan County, NH",34,2014,43291,pills_per_person,233.5
SULLIVAN,NY,36105,80625,35181460,New York,"Sullivan County, NY",123,2014,76892,death_per_100k,160
SULLIVAN,NY,36105,80625,35181460,New York,"Sullivan County, NY",123,2014,76892,pills_per_person,457.5
SULLIVAN,PA,42113,3347,891260,,,,2014,6400,death_per_100k,
SULLIVAN,PA,42113,3347,891260,,,,2014,6400,pills_per_person,139.3
SULLIVAN,TN,47163,283611,138384912,Tennessee,"Sullivan County, TN",81,2014,156850,death_per_100k,51.6
SULLIVAN,TN,47163,283611,138384912,Tennessee,"Sullivan County, TN",81,2014,156850,pills_per_person,882.3
SUMMERS,WV,54089,14487,6124510,West Virginia,"Summers County, WV",36,2014,13699,death_per_100k,262.8
SUMMERS,WV,54089,14487,6124510,West Virginia,"Summers County, WV",36,2014,13699,pills_per_person,447.1
SUMMIT,CO,08117,22377,6384295,Colorado,"Summit County, CO",13,2014,28482,death_per_100k,45.6
SUMMIT,CO,08117,22377,6384295,Colorado,"Summit County, CO",13,2014,28482,pills_per_person,224.2
SUMMIT,OH,39153,452056,219120049,Ohio,"Summit County, OH",400,2014,541464,death_per_100k,73.9
SUMMIT,OH,39153,452056,219120049,Ohio,"Summit County, OH",400,2014,541464,pills_per_person,404.7
SUMMIT,UT,49043,33253,9362020,Utah,"Summit County, UT",33,2014,37877,death_per_100k,87.1
SUMMIT,UT,49043,33253,9362020,Utah,"Summit County, UT",33,2014,37877,pills_per_person,247.2
SUMNER,KS,20191,19095,8058090,,,,2014,23763,death_per_100k,
SUMNER,KS,20191,19095,8058090,,,,2014,23763,pills_per_person,339.1
SUMNER,TN,47165,150863,67449265,Tennessee,"Sumner County, TN",70,2014,166636,death_per_100k,42
SUMNER,TN,47165,150863,67449265,Tennessee,"Sumner County, TN",70,2014,166636,pills_per_person,404.8
SUMTER,AL,01119,5839,2770921,,,,2014,13433,death_per_100k,
SUMTER,AL,01119,5839,2770921,,,,2014,13433,pills_per_person,206.3
SUMTER,FL,12119,75796,28659015,Florida,"Sumter County, FL",25,2014,103708,death_per_100k,24.1
SUMTER,FL,12119,75796,28659015,Florida,"Sumter County, FL",25,2014,103708,pills_per_person,276.3
SUMTER,GA,13261,26519,8507180,,,,2014,31804,death_per_100k,
SUMTER,GA,13261,26519,8507180,,,,2014,31804,pills_per_person,267.5
SUMTER,SC,45085,69429,25490680,South Carolina,"Sumter County, SC",13,2014,107782,death_per_100k,12.1
SUMTER,SC,45085,69429,25490680,South Carolina,"Sumter County, SC",13,2014,107782,pills_per_person,236.5
SUNFLOWER,MS,28133,15170,5229110,,,,2014,28314,death_per_100k,
SUNFLOWER,MS,28133,15170,5229110,,,,2014,28314,pills_per_person,184.7
SURRY,NC,37171,118347,54382990,North Carolina,"Surry County, NC",105,2014,73391,death_per_100k,143.1
SURRY,NC,37171,118347,54382990,North Carolina,"Surry County, NC",105,2014,73391,pills_per_person,741
SURRY,VA,51181,579,114800,,,,2014,6885,death_per_100k,
SURRY,VA,51181,579,114800,,,,2014,6885,pills_per_person,16.7
SUSQUEHANNA,PA,42115,23459,9525620,Pennsylvania,"Susquehanna County, PA",53,2014,42708,death_per_100k,124.1
SUSQUEHANNA,PA,42115,23459,9525620,Pennsylvania,"Susquehanna County, PA",53,2014,42708,pills_per_person,223
SUSSEX,DE,10005,219925,101966060,Delaware,"Sussex County, DE",198,2014,203737,death_per_100k,97.2
SUSSEX,DE,10005,219925,101966060,Delaware,"Sussex County, DE",198,2014,203737,pills_per_person,500.5
SUSSEX,NJ,34037,115524,36330893,New Jersey,"Sussex County, NJ",84,2014,146888,death_per_100k,57.2
SUSSEX,NJ,34037,115524,36330893,New Jersey,"Sussex County, NJ",84,2014,146888,pills_per_person,247.3
SUSSEX,VA,51183,5561,1513510,,,,2014,11923,death_per_100k,
SUSSEX,VA,51183,5561,1513510,,,,2014,11923,pills_per_person,126.9
SUTTER,CA,06101,102209,60447765,California,"Sutter County, CA",47,2014,95067,death_per_100k,49.4
SUTTER,CA,06101,102209,60447765,California,"Sutter County, CA",47,2014,95067,pills_per_person,635.8
SUTTON,TX,48435,2364,884790,,,,2014,3995,death_per_100k,
SUTTON,TX,48435,2364,884790,,,,2014,3995,pills_per_person,221.5
SUWANNEE,FL,12121,34323,13710000,Florida,"Suwannee County, FL",27,2014,43404,death_per_100k,62.2
SUWANNEE,FL,12121,34323,13710000,Florida,"Suwannee County, FL",27,2014,43404,pills_per_person,315.9
SWAIN,NC,37173,15458,5519870,North Carolina,"Swain County, NC",28,2014,14070,death_per_100k,199
SWAIN,NC,37173,15458,5519870,North Carolina,"Swain County, NC",28,2014,14070,pills_per_person,392.3
SWEET GRASS,MT,30097,2205,672500,,,,2014,3622,death_per_100k,
SWEET GRASS,MT,30097,2205,672500,,,,2014,3622,pills_per_person,185.7
SWEETWATER,WY,56037,44694,12782110,Wyoming,"Sweetwater County, WY",42,2014,44595,death_per_100k,94.2
SWEETWATER,WY,56037,44694,12782110,Wyoming,"Sweetwater County, WY",42,2014,44595,pills_per_person,286.6
SWIFT,MN,27151,5357,1218250,,,,2014,9602,death_per_100k,
SWIFT,MN,27151,5357,1218250,,,,2014,9602,pills_per_person,126.9
SWISHER,TX,48437,1740,1358560,,,,2014,7789,death_per_100k,
SWISHER,TX,48437,1740,1358560,,,,2014,7789,pills_per_person,174.4
SWITZERLAND,IN,18155,4412,2517790,,,,2014,10514,death_per_100k,
SWITZERLAND,IN,18155,4412,2517790,,,,2014,10514,pills_per_person,239.5
TALBOT,GA,13263,120,23400,,,,2014,6594,death_per_100k,
TALBOT,GA,13263,120,23400,,,,2014,6594,pills_per_person,3.5
TALBOT,MD,24041,34209,11222910,Maryland,"Talbot County, MD",26,2014,37894,death_per_100k,68.6
TALBOT,MD,24041,34209,11222910,Maryland,"Talbot County, MD",26,2014,37894,pills_per_person,296.2
TALLADEGA,AL,01121,93104,44401345,Alabama,"Talladega County, AL",17,2014,81673,death_per_100k,20.8
TALLADEGA,AL,01121,93104,44401345,Alabama,"Talladega County, AL",17,2014,81673,pills_per_person,543.6
TALLAHATCHIE,MS,28135,5933,1953429.6,,,,2014,15124,death_per_100k,
TALLAHATCHIE,MS,28135,5933,1953429.6,,,,2014,15124,pills_per_person,129.2
TALLAPOOSA,AL,01123,33564,14375510,,,,2014,41295,death_per_100k,
TALLAPOOSA,AL,01123,33564,14375510,,,,2014,41295,pills_per_person,348.1
TAMA,IA,19171,8067,2134340,,,,2014,17568,death_per_100k,
TAMA,IA,19171,8067,2134340,,,,2014,17568,pills_per_person,121.5
TANEY,MO,29213,76081,24776790,Missouri,"Taney County, MO",22,2014,53086,death_per_100k,41.4
TANEY,MO,29213,76081,24776790,Missouri,"Taney County, MO",22,2014,53086,pills_per_person,466.7
TANGIPAHOA,LA,22105,144146,61746675,Louisiana,"Tangipahoa Parish, LA",37,2014,124125,death_per_100k,29.8
TANGIPAHOA,LA,22105,144146,61746675,Louisiana,"Tangipahoa Parish, LA",37,2014,124125,pills_per_person,497.5
TAOS,NM,35055,32440,13363328,New Mexico,"Taos County, NM",42,2014,32956,death_per_100k,127.4
TAOS,NM,35055,32440,13363328,New Mexico,"Taos County, NM",42,2014,32956,pills_per_person,405.5
TARRANT,TX,48439,1238178,571491789,Texas,"Tarrant County, TX",541,2014,1881469,death_per_100k,28.8
TARRANT,TX,48439,1238178,571491789,Texas,"Tarrant County, TX",541,2014,1881469,pills_per_person,303.7
TATE,MS,28137,31819,10140470,Mississippi,"Tate County, MS",14,2014,28557,death_per_100k,49
TATE,MS,28137,31819,10140470,Mississippi,"Tate County, MS",14,2014,28557,pills_per_person,355.1
TATTNALL,GA,13267,21646,10764770,,,,2014,25356,death_per_100k,
TATTNALL,GA,13267,21646,10764770,,,,2014,25356,pills_per_person,424.5
TAYLOR,FL,12123,31093,9611130,,,,2014,22690,death_per_100k,
TAYLOR,FL,12123,31093,9611130,,,,2014,22690,pills_per_person,423.6
TAYLOR,GA,13269,7920,3220810,,,,2014,8505,death_per_100k,
TAYLOR,GA,13269,7920,3220810,,,,2014,8505,pills_per_person,378.7
TAYLOR,IA,19173,2509,818180,,,,2014,6225,death_per_100k,
TAYLOR,IA,19173,2509,818180,,,,2014,6225,pills_per_person,131.4
TAYLOR,KY,21217,32261,12049290,Kentucky,"Taylor County, KY",37,2014,25059,death_per_100k,147.7
TAYLOR,KY,21217,32261,12049290,Kentucky,"Taylor County, KY",37,2014,25059,pills_per_person,480.8
TAYLOR,TX,48441,112793,56480500,Texas,"Taylor County, TX",33,2014,133560,death_per_100k,24.7
TAYLOR,TX,48441,112793,56480500,Texas,"Taylor County, TX",33,2014,133560,pills_per_person,422.9
TAYLOR,WI,55119,14049,3509400,,,,2014,20596,death_per_100k,
TAYLOR,WI,55119,14049,3509400,,,,2014,20596,pills_per_person,170.4
TAYLOR,WV,54091,13624,5120150,West Virginia,"Taylor County, WV",16,2014,16969,death_per_100k,94.3
TAYLOR,WV,54091,13624,5120150,West Virginia,"Taylor County, WV",16,2014,16969,pills_per_person,301.7
TAZEWELL,IL,17179,102985,40986485,Illinois,"Tazewell County, IL",97,2014,135872,death_per_100k,71.4
TAZEWELL,IL,17179,102985,40986485,Illinois,"Tazewell County, IL",97,2014,135872,pills_per_person,301.7
TAZEWELL,VA,51185,95075,41768561,Virginia,"Tazewell County, VA",112,2014,44331,death_per_100k,252.6
TAZEWELL,VA,51185,95075,41768561,Virginia,"Tazewell County, VA",112,2014,44331,pills_per_person,942.2
TEHAMA,CA,06103,55758,39327100,California,"Tehama County, CA",18,2014,63284,death_per_100k,28.4
TEHAMA,CA,06103,55758,39327100,California,"Tehama County, CA",18,2014,63284,pills_per_person,621.4
TELFAIR,GA,13271,19762,8564220,,,,2014,16493,death_per_100k,
TELFAIR,GA,13271,19762,8564220,,,,2014,16493,pills_per_person,519.3
TELLER,CO,08119,25976,10103575,Colorado,"Teller County, CO",24,2014,23363,death_per_100k,102.7
TELLER,CO,08119,25976,10103575,Colorado,"Teller County, CO",24,2014,23363,pills_per_person,432.5
TENSAS,LA,22107,4383,830860,,,,2014,5008,death_per_100k,
TENSAS,LA,22107,4383,830860,,,,2014,5008,pills_per_person,165.9
TERREBONNE,LA,22109,106651,42622892,Louisiana,"Terrebonne Parish, LA",20,2014,112167,death_per_100k,17.8
TERREBONNE,LA,22109,106651,42622892,Louisiana,"Terrebonne Parish, LA",20,2014,112167,pills_per_person,380
TERRELL,GA,13273,4372,1664820,,,,2014,9304,death_per_100k,
TERRELL,GA,13273,4372,1664820,,,,2014,9304,pills_per_person,178.9
TERRY,TX,48445,8687,4589710,,,,2014,12681,death_per_100k,
TERRY,TX,48445,8687,4589710,,,,2014,12681,pills_per_person,361.9
TETON,ID,16081,6509,1983220,,,,2014,10212,death_per_100k,
TETON,ID,16081,6509,1983220,,,,2014,10212,pills_per_person,194.2
TETON,MT,30099,5300,1815460,,,,2014,6075,death_per_100k,
TETON,MT,30099,5300,1815460,,,,2014,6075,pills_per_person,298.8
TETON,WY,56039,11815,4333430,,,,2014,21956,death_per_100k,
TETON,WY,56039,11815,4333430,,,,2014,21956,pills_per_person,197.4
TEXAS,MO,29215,23238,7577320,Missouri,"Texas County, MO",10,2014,25796,death_per_100k,38.8
TEXAS,MO,29215,23238,7577320,Missouri,"Texas County, MO",10,2014,25796,pills_per_person,293.7
TEXAS,OK,40139,20218,7367600,Oklahoma,"Texas County, OK",24,2014,21495,death_per_100k,111.7
TEXAS,OK,40139,20218,7367600,Oklahoma,"Texas County, OK",24,2014,21495,pills_per_person,342.8
THAYER,NE,31169,3824,1148350,,,,2014,5194,death_per_100k,
THAYER,NE,31169,3824,1148350,,,,2014,5194,pills_per_person,221.1
THOMAS,GA,13275,41018,15189834,,,,2014,44733,death_per_100k,
THOMAS,GA,13275,41018,15189834,,,,2014,44733,pills_per_person,339.6
THOMAS,KS,20193,12098,3857730,,,,2014,7947,death_per_100k,
THOMAS,KS,20193,12098,3857730,,,,2014,7947,pills_per_person,485.4
THROCKMORTON,TX,48447,7,110,,,,2014,1584,death_per_100k,
THROCKMORTON,TX,48447,7,110,,,,2014,1584,pills_per_person,0.1
THURSTON,NE,31173,4131,709600,,,,2014,6934,death_per_100k,
THURSTON,NE,31173,4131,709600,,,,2014,6934,pills_per_person,102.3
THURSTON,WA,53067,174330,68508215,Washington,"Thurston County, WA",186,2014,259330,death_per_100k,71.7
THURSTON,WA,53067,174330,68508215,Washington,"Thurston County, WA",186,2014,259330,pills_per_person,264.2
TIFT,GA,13277,45386,18749734,,,,2014,40721,death_per_100k,
TIFT,GA,13277,45386,18749734,,,,2014,40721,pills_per_person,460.4
TILLAMOOK,OR,41057,32005,16951040,Oregon,"Tillamook County, OR",23,2014,25334,death_per_100k,90.8
TILLAMOOK,OR,41057,32005,16951040,Oregon,"Tillamook County, OR",23,2014,25334,pills_per_person,669.1
TILLMAN,OK,40141,9479,4720910,,,,2014,7811,death_per_100k,
TILLMAN,OK,40141,9479,4720910,,,,2014,7811,pills_per_person,604.4
TIOGA,NY,36107,23139,9816250,New York,"Tioga County, NY",20,2014,50464,death_per_100k,39.6
TIOGA,NY,36107,23139,9816250,New York,"Tioga County, NY",20,2014,50464,pills_per_person,194.5
TIOGA,PA,42117,37167,11859660,Pennsylvania,"Tioga County, PA",10,2014,42358,death_per_100k,23.6
TIOGA,PA,42117,37167,11859660,Pennsylvania,"Tioga County, PA",10,2014,42358,pills_per_person,280
TIPPAH,MS,28139,22973,9006480,,,,2014,22069,death_per_100k,
TIPPAH,MS,28139,22973,9006480,,,,2014,22069,pills_per_person,408.1
TIPPECANOE,IN,18157,130307,58277016,Indiana,"Tippecanoe County, IN",39,2014,178135,death_per_100k,21.9
TIPPECANOE,IN,18157,130307,58277016,Indiana,"Tippecanoe County, IN",39,2014,178135,pills_per_person,327.2
TIPTON,IN,18159,9573,3937770,,,,2014,15688,death_per_100k,
TIPTON,IN,18159,9573,3937770,,,,2014,15688,pills_per_person,251
TIPTON,TN,47167,50311,18233000,Tennessee,"Tipton County, TN",41,2014,61433,death_per_100k,66.7
TIPTON,TN,47167,50311,18233000,Tennessee,"Tipton County, TN",41,2014,61433,pills_per_person,296.8
TISHOMINGO,MS,28141,35743,14876120,Mississippi,"Tishomingo County, MS",38,2014,19532,death_per_100k,194.6
TISHOMINGO,MS,28141,35743,14876120,Mississippi,"Tishomingo County, MS",38,2014,19532,pills_per_person,761.6
TITUS,TX,48449,31201,13151480,,,,2014,32540,death_per_100k,
TITUS,TX,48449,31201,13151480,,,,2014,32540,pills_per_person,404.2
TOA ALTA,PR,,1401,714480,,,,,,death_per_100k,
TOA ALTA,PR,,1401,714480,,,,,,pills_per_person,
TOA BAJA,PR,,2943,1919850,,,,,,death_per_100k,
TOA BAJA,PR,,2943,1919850,,,,,,pills_per_person,
TODD,KY,21219,8347,4529620,,,,2014,12499,death_per_100k,
TODD,KY,21219,8347,4529620,,,,2014,12499,pills_per_person,362.4
TODD,MN,27153,17909,5385210,,,,2014,24588,death_per_100k,
TODD,MN,27153,17909,5385210,,,,2014,24588,pills_per_person,219
TOLLAND,CT,09013,80982,27024214,Connecticut,"Tolland County, CT",84,2014,152251,death_per_100k,55.2
TOLLAND,CT,09013,80982,27024214,Connecticut,"Tolland County, CT",84,2014,152251,pills_per_person,177.5
TOM GREEN,TX,48451,91318,50788814,Texas,"Tom Green County, TX",41,2014,113516,death_per_100k,36.1
TOM GREEN,TX,48451,91318,50788814,Texas,"Tom Green County, TX",41,2014,113516,pills_per_person,447.4
TOMPKINS,NY,36109,77950,24529260,New York,"Tompkins County, NY",45,2014,103179,death_per_100k,43.6
TOMPKINS,NY,36109,77950,24529260,New York,"Tompkins County, NY",45,2014,103179,pills_per_person,237.7
TOOELE,UT,49045,55466,21070694,Utah,"Tooele County, UT",85,2014,59973,death_per_100k,141.7
TOOELE,UT,49045,55466,21070694,Utah,"Tooele County, UT",85,2014,59973,pills_per_person,351.3
TOOLE,MT,30101,5439,1300150,,,,2014,5208,death_per_100k,
TOOLE,MT,30101,5439,1300150,,,,2014,5208,pills_per_person,249.6
TOOMBS,GA,13279,38553,16055030,Georgia,"Toombs County, GA",12,2014,27272,death_per_100k,44
TOOMBS,GA,13279,38553,16055030,Georgia,"Toombs County, GA",12,2014,27272,pills_per_person,588.7
TORRANCE,NM,35057,6639,2737700,New Mexico,"Torrance County, NM",26,2014,16037,death_per_100k,162.1
TORRANCE,NM,35057,6639,2737700,New Mexico,"Torrance County, NM",26,2014,16037,pills_per_person,170.7
TOWNER,ND,38095,805,172540,,,,2014,2292,death_per_100k,
TOWNER,ND,38095,805,172540,,,,2014,2292,pills_per_person,75.3
TOWNS,GA,13281,13720,4408920,Georgia,"Towns County, GA",19,2014,10670,death_per_100k,178.1
TOWNS,GA,13281,13720,4408920,Georgia,"Towns County, GA",19,2014,10670,pills_per_person,413.2
TRAILL,ND,38097,4317,1228650,,,,2014,8106,death_per_100k,
TRAILL,ND,38097,4317,1228650,,,,2014,8106,pills_per_person,151.6
TRANSYLVANIA,NC,37175,42376,14337750,North Carolina,"Transylvania County, NC",44,2014,32943,death_per_100k,133.6
TRANSYLVANIA,NC,37175,42376,14337750,North Carolina,"Transylvania County, NC",44,2014,32943,pills_per_person,435.2
TRAVERSE,MN,27155,2501,719990,,,,2014,3455,death_per_100k,
TRAVERSE,MN,27155,2501,719990,,,,2014,3455,pills_per_person,208.4
TRAVIS,TX,48453,538521,233943049,Texas,"Travis County, TX",407,2014,1092810,death_per_100k,37.2
TRAVIS,TX,48453,538521,233943049,Texas,"Travis County, TX",407,2014,1092810,pills_per_person,214.1
TREGO,KS,20195,3205,1282800,,,,2014,2959,death_per_100k,
TREGO,KS,20195,3205,1282800,,,,2014,2959,pills_per_person,433.5
TREMPEALEAU,WI,55121,20134,6251300,,,,2014,29274,death_per_100k,
TREMPEALEAU,WI,55121,20134,6251300,,,,2014,29274,pills_per_person,213.5
TREUTLEN,GA,13283,9504,2786220,,,,2014,6781,death_per_100k,
TREUTLEN,GA,13283,9504,2786220,,,,2014,6781,pills_per_person,410.9
TRIGG,KY,21221,9490,6011424,,,,2014,14277,death_per_100k,
TRIGG,KY,21221,9490,6011424,,,,2014,14277,pills_per_person,421.1
TRIMBLE,KY,21223,3394,1584580,,,,2014,8816,death_per_100k,
TRIMBLE,KY,21223,3394,1584580,,,,2014,8816,pills_per_person,179.7
TRINITY,CA,06105,13914,9535180,California,"Trinity County, CA",12,2014,13515,death_per_100k,88.8
TRINITY,CA,06105,13914,9535180,California,"Trinity County, CA",12,2014,13515,pills_per_person,705.5
TRINITY,TX,48455,14272,6730820,Texas,"Trinity County, TX",13,2014,14452,death_per_100k,90
TRINITY,TX,48455,14272,6730820,Texas,"Trinity County, TX",13,2014,14452,pills_per_person,465.7
TRIPP,SD,46123,5691,2199000,,,,2014,5549,death_per_100k,
TRIPP,SD,46123,5691,2199000,,,,2014,5549,pills_per_person,396.3
TROUP,GA,13285,63143,21960705,Georgia,"Troup County, GA",38,2014,68375,death_per_100k,55.6
TROUP,GA,13285,63143,21960705,Georgia,"Troup County, GA",38,2014,68375,pills_per_person,321.2
TROUSDALE,TN,47169,15364,8284122,,,,2014,7859,death_per_100k,
TROUSDALE,TN,47169,15364,8284122,,,,2014,7859,pills_per_person,1054.1
TRUJILLO ALTO,PR,,2046,1302855,,,,,,death_per_100k,
TRUJILLO ALTO,PR,,2046,1302855,,,,,,pills_per_person,
TRUMBULL,OH,39155,248258,106996050,Ohio,"Trumbull County, OH",266,2014,207596,death_per_100k,128.1
TRUMBULL,OH,39155,248258,106996050,Ohio,"Trumbull County, OH",266,2014,207596,pills_per_person,515.4
TUCKER,WV,54093,4113,1133640,,,,2014,6996,death_per_100k,
TUCKER,WV,54093,4113,1133640,,,,2014,6996,pills_per_person,162
TULARE,CA,06107,229342,153398690,California,"Tulare County, CA",147,2014,451108,death_per_100k,32.6
TULARE,CA,06107,229342,153398690,California,"Tulare County, CA",147,2014,451108,pills_per_person,340
TULSA,OK,40143,814356,366740104.8,Oklahoma,"Tulsa County, OK",857,2014,616128,death_per_100k,139.1
TULSA,OK,40143,814356,366740104.8,Oklahoma,"Tulsa County, OK",857,2014,616128,pills_per_person,595.2
TUNICA,MS,28143,2343,1580650,,,,2014,10583,death_per_100k,
TUNICA,MS,28143,2343,1580650,,,,2014,10583,pills_per_person,149.4
TUOLUMNE,CA,06109,76395,43608300,California,"Tuolumne County, CA",73,2014,54347,death_per_100k,134.3
TUOLUMNE,CA,06109,76395,43608300,California,"Tuolumne County, CA",73,2014,54347,pills_per_person,802.4
TURNER,GA,13287,7264,2890960,,,,2014,8491,death_per_100k,
TURNER,GA,13287,7264,2890960,,,,2014,8491,pills_per_person,340.5
TURNER,SD,46125,5169,1029650,,,,2014,8339,death_per_100k,
TURNER,SD,46125,5169,1029650,,,,2014,8339,pills_per_person,123.5
TUSCALOOSA,AL,01125,148867,70156890,Alabama,"Tuscaloosa County, AL",69,2014,198670,death_per_100k,34.7
TUSCALOOSA,AL,01125,148867,70156890,Alabama,"Tuscaloosa County, AL",69,2014,198670,pills_per_person,353.1
TUSCARAWAS,OH,39157,69815,33389342,Ohio,"Tuscarawas County, OH",37,2014,92616,death_per_100k,39.9
TUSCARAWAS,OH,39157,69815,33389342,Ohio,"Tuscarawas County, OH",37,2014,92616,pills_per_person,360.5
TUSCOLA,MI,26157,41091,16372230,,,,2014,54795,death_per_100k,
TUSCOLA,MI,26157,41091,16372230,,,,2014,54795,pills_per_person,298.8
TWIGGS,GA,13289,1864,841630,,,,2014,8612,death_per_100k,
TWIGGS,GA,13289,1864,841630,,,,2014,8612,pills_per_person,97.7
TWIN FALLS,ID,16083,83388,36892410,Idaho,"Twin Falls County, ID",45,2014,78933,death_per_100k,57
TWIN FALLS,ID,16083,83388,36892410,Idaho,"Twin Falls County, ID",45,2014,78933,pills_per_person,467.4
TYLER,TX,48457,19311,5756570,Texas,"Tyler County, TX",12,2014,21552,death_per_100k,55.7
TYLER,TX,48457,19311,5756570,Texas,"Tyler County, TX",12,2014,21552,pills_per_person,267.1
TYLER,WV,54095,6423,2841320,,,,2014,9084,death_per_100k,
TYLER,WV,54095,6423,2841320,,,,2014,9084,pills_per_person,312.8
TYRRELL,NC,37177,4834,1314700,,,,2014,4219,death_per_100k,
